word1,word2,score
showes wholl visitid,showes visitid,0.82
showes wholl visitid,showes wholl visitid,1.0
exstensive contended psychonalist,exstensive contended,0.75
exstensive contended psychonalist,exstensive contended psychonalist,1.0
problem,,0.0
problem,problem,1.0
comprehensiv neuclear supportes non-Europeans,comprehensiv non-Europeans,0.73
comprehensiv neuclear supportes non-Europeans,non-Europeans neuclear supportes comprehensiv,0.67
integrity,,0.0
integrity,integrity,1.0
distence,,0.0
distence,distence,1.0
afford inconveniant,afford,0.48
afford inconveniant,inconveniant afford,0.63
valnerability magnefision,,0.0
valnerability magnefision,valnerability magnefision,1.0
phases integrate problem,phases integrate,0.8
phases integrate problem,problem phases integrate,0.67
answers,,0.0
answers,answers,1.0
comrades adolescense omnicent,comrades adolescense,0.82
comrades adolescense omnicent,adolescense omnicent comrades,0.69
succaful,,0.0
succaful,succaful,1.0
beautiful areaes,areaes,0.55
beautiful areaes,beautiful areaes,1.0
view already Cabinet deciphring,view Cabinet deciphring,0.85
view already Cabinet deciphring,already deciphring Cabinet view,0.58
now-a-days,,0.0
now-a-days,now-a-days,1.0
minner deciphring strength reciept,deciphring strength reciept,0.89
minner deciphring strength reciept,minner reciept deciphring strength,0.76
diminish strictly,strictly,0.64
diminish strictly,strictly diminish,0.47
sadan straight,sadan,0.53
sadan straight,sadan straight,1.0
percecuted practical,percecuted,0.67
percecuted practical,practical percecuted,0.5
wanted unswer succeedes,succeedes,0.56
wanted unswer succeedes,unswer succeedes wanted,0.7
mumies narrowmindedness,,0.0
mumies narrowmindedness,mumies narrowmindedness,1.0
wealthy pretented ful,ful,0.25
wealthy pretented ful,pretented ful wealthy,0.62
disillusionment,,0.0
disillusionment,disillusionment,1.0
electoral threaten allow understanded,electoral allow,0.58
electoral threaten allow understanded,allow electoral understanded threaten,0.59
prbolom magnificent,magnificent,0.73
prbolom magnificent,prbolom magnificent,1.0
declare biscuts reminisence permantent,declare permantent,0.64
declare biscuts reminisence permantent,reminisence permantent declare biscuts,0.58
conscience painfull,,0.0
conscience painfull,painfull conscience,0.53
wealthy beatiful notised vallies,beatiful vallies,0.67
wealthy beatiful notised vallies,vallies notised beatiful wealthy,0.5
constitusion,,0.0
constitusion,constitusion,1.0
Buckingham didnot prograss salevate,prograss,0.37
Buckingham didnot prograss salevate,prograss salevate didnot Buckingham,0.49
saizer noticeable,noticeable,0.74
saizer noticeable,noticeable saizer,0.59
differenciated cinemas scrupullous west,differenciated scrupullous,0.8
differenciated cinemas scrupullous west,cinemas scrupullous differenciated west,0.62
concentrates hinderance able,hinderance,0.53
concentrates hinderance able,able hinderance concentrates,0.57
prostitude initiales conseption shools,prostitude conseption,0.71
prostitude initiales conseption shools,prostitude conseption shools initiales,0.74
guarantee psysical rase,guarantee,0.56
guarantee psysical rase,psysical rase guarantee,0.57
aposit troubling workingclass,,0.0
aposit troubling workingclass,troubling workingclass aposit,0.76
omnicent,,0.0
omnicent,omnicent,1.0
potates vonus pessemistic,vonus pessemistic,0.81
potates vonus pessemistic,pessemistic vonus potates,0.52
interpreted communities disease frid,communities frid,0.62
interpreted communities disease frid,frid disease communities interpreted,0.56
usualy onboard deeds,onboard deeds,0.79
usualy onboard deeds,deeds usualy onboard,0.7
pritend offices employment,employment,0.56
pritend offices employment,employment pritend offices,0.58
heterogeneous succes intercource,,0.0
heterogeneous succes intercource,intercource succes heterogeneous,0.56
offer innocent arnt,arnt,0.35
offer innocent arnt,arnt offer innocent,0.74
progrese speak,speak,0.53
progrese speak,speak progrese,0.57
eye-opener,,0.0
eye-opener,eye-opener,1.0
beliefs americanicized schedule Franchise,beliefs schedule,0.56
beliefs americanicized schedule Franchise,schedule americanicized beliefs Franchise,0.78
economy thigh cottege,thigh cottege,0.76
economy thigh cottege,thigh economy cottege,0.71
stake thigh distence,distence,0.57
stake thigh distence,stake thigh distence,1.0
sceleton spenlid potiotes,spenlid potiotes,0.78
sceleton spenlid potiotes,spenlid potiotes sceleton,0.64
exceptionaly,,0.0
exceptionaly,exceptionaly,1.0
intercource remnents implied cizeres,intercource,0.47
intercource remnents implied cizeres,remnents intercource implied cizeres,0.75
support base-ball salatbowl singinging,support base-ball singinging,0.85
support base-ball salatbowl singinging,singinging base-ball salatbowl support,0.61
refreshments hunted,hunted,0.48
refreshments hunted,refreshments hunted,1.0
hampher excellence,,0.0
hampher excellence,hampher excellence,1.0
conseption interprited,interprited,0.67
conseption interprited,interprited conseption,0.5
crown-jewels stilled,crown-jewels,0.75
crown-jewels stilled,crown-jewels stilled,1.0
inequeties Theran,inequeties,0.74
inequeties Theran,Theran inequeties,0.59
Commonweatlh diversified,Commonweatlh,0.67
Commonweatlh diversified,Commonweatlh diversified,1.0
vegestables saladbowl,,0.0
vegestables saladbowl,vegestables saladbowl,1.0
gurantte disillusions,gurantte,0.55
gurantte disillusions,disillusions gurantte,0.57
latec grussly mayor trumpet,latec grussly mayor,0.83
latec grussly mayor trumpet,grussly latec mayor trumpet,0.78
envelops,,0.0
envelops,envelops,1.0
aford wards,wards,0.62
aford wards,aford wards,1.0
dicking salade criticism garantee,,0.0
dicking salade criticism garantee,dicking criticism garantee salade,0.79
proceede exstensive,exstensive,0.69
proceede exstensive,proceede exstensive,1.0
obviosly,,0.0
obviosly,obviosly,1.0
dillemma,,0.0
dillemma,dillemma,1.0
areaes cinemaes civilization,civilization,0.6
areaes cinemaes civilization,cinemaes areaes civilization,0.79
revesment,,0.0
revesment,revesment,1.0
aknowledged,,0.0
aknowledged,aknowledged,1.0
vegestables wards atatchment Methodism,wards,0.23
vegestables wards atatchment Methodism,atatchment wards vegestables Methodism,0.61
onboard,,0.0
onboard,onboard,1.0
Methodism dissenters scenery,Methodism dissenters,0.83
Methodism dissenters scenery,dissenters Methodism scenery,0.64
extention undester,undester,0.62
extention undester,undester extention,0.5
saizer,,0.0
saizer,saizer,1.0
comprehensiv,,0.0
comprehensiv,comprehensiv,1.0
introduced vegitables gold,,0.0
introduced vegitables gold,gold introduced vegitables,0.81
explotion,,0.0
explotion,explotion,1.0
nuclear oppsit,,0.0
nuclear oppsit,oppsit nuclear,0.5
introdused personnified partymembers,introdused,0.43
introdused personnified partymembers,partymembers personnified introdused,0.56
diminish garanties protery,diminish,0.47
diminish garanties protery,protery garanties diminish,0.42
florished,,0.0
florished,florished,1.0
bornas,,0.0
bornas,bornas,1.0
hunted stubbornness happends,stubbornness,0.6
hunted stubbornness happends,stubbornness happends hunted,0.75
atempting centuary,centuary,0.62
atempting centuary,centuary atempting,0.5
hamper dang consentrates physologically,physologically,0.53
hamper dang consentrates physologically,physologically hamper consentrates dang,0.54
failure nonEuropeans,failure,0.52
failure nonEuropeans,failure nonEuropeans,1.0
sissors,,0.0
sissors,sissors,1.0
desease immensely permantent,immensely,0.49
desease immensely permantent,immensely desease permantent,0.71
freez commits successful struggle,successful struggle,0.73
freez commits successful struggle,freez successful commits struggle,0.76
souvereign frenetic non capitol,souvereign non capitol,0.83
souvereign frenetic non capitol,frenetic capitol souvereign non,0.52
depprived,,0.0
depprived,depprived,1.0
invironment exhibition,,0.0
invironment exhibition,invironment exhibition,1.0
imigration deligthed stachato,deligthed stachato,0.77
imigration deligthed stachato,imigration deligthed stachato,1.0
candidates wifes falsity patiencently,candidates wifes patiencently,0.88
candidates wifes falsity patiencently,patiencently wifes candidates falsity,0.49
positiv practicle right,practicle,0.56
positiv practicle right,practicle right positiv,0.65
disappointed pratande,disappointed,0.73
disappointed pratande,pratande disappointed,0.57
assosiated successfull splendide,assosiated successfull,0.81
assosiated successfull splendide,assosiated splendide successfull,0.69
resqued nisal adolesence raised,nisal raised,0.56
resqued nisal adolesence raised,adolesence resqued raised nisal,0.55
decition fabulous,,0.0
decition fabulous,decition fabulous,1.0
origin poems envokes,origin poems,0.75
origin poems envokes,envokes poems origin,0.45
enormous secretely succeedes buriel,enormous succeedes buriel,0.83
enormous secretely succeedes buriel,succeedes buriel secretely enormous,0.46
administrators mina cliff optain,administrators,0.61
administrators mina cliff optain,cliff mina optain administrators,0.44
origine supremacy immediate goodbuy,,0.0
origine supremacy immediate goodbuy,supremacy goodbuy origine immediate,0.54
changable vasteless upperclasspeople,vasteless upperclasspeople,0.84
changable vasteless upperclasspeople,changable vasteless upperclasspeople,1.0
stommac lonelyness,lonelyness,0.71
stommac lonelyness,lonelyness stommac,0.56
revealling regularily received,regularily received,0.78
revealling regularily received,received regularily revealling,0.67
throughout diciplinary,,0.0
throughout diciplinary,diciplinary throughout,0.5
inkevanins commited,commited,0.59
inkevanins commited,commited inkevanins,0.53
strait emphasizes seasice,,0.0
strait emphasizes seasice,emphasizes strait seasice,0.72
none,,0.0
none,none,1.0
omnisient sketch laugh magneficent,sketch laugh magneficent,0.83
omnisient sketch laugh magneficent,omnisient sketch laugh magneficent,1.0
caffs deffinitely,deffinitely,0.79
caffs deffinitely,caffs deffinitely,1.0
serevelate,,0.0
serevelate,serevelate,1.0
exemplify available greatness,exemplify available,0.79
exemplify available greatness,available greatness exemplify,0.66
especcially purpal discipline,especcially discipline,0.86
especcially purpal discipline,especcially purpal discipline,1.0
determines initiales climbe flourished,initiales flourished,0.69
determines initiales climbe flourished,flourished determines initiales climbe,0.71
sentral prostitude horror,prostitude,0.57
sentral prostitude horror,prostitude horror sentral,0.68
advertice,,0.0
advertice,advertice,1.0
waighst succaful,succaful,0.67
waighst succaful,waighst succaful,1.0
oposide telles facilities,oposide telles,0.72
oposide telles facilities,facilities telles oposide,0.48
crusifixion inconveineant acuaintance,,0.0
crusifixion inconveineant acuaintance,inconveineant acuaintance crusifixion,0.68
problemes disapprovs pathetic,problemes pathetic,0.77
problemes disapprovs pathetic,problemes disapprovs pathetic,1.0
refreshements aufull ability courtecy,aufull ability courtecy,0.77
refreshements aufull ability courtecy,refreshements aufull courtecy ability,0.78
inteligent origal,origal,0.52
inteligent origal,origal inteligent,0.59
picnic deprived grammaphone,picnic,0.36
picnic deprived grammaphone,picnic deprived grammaphone,1.0
imployment,,0.0
imployment,imployment,1.0
roumers exceptionally envokes cost,roumers envokes cost,0.74
roumers exceptionally envokes cost,cost roumers exceptionally envokes,0.85
choice candidats reasently lieve,choice candidats reasently,0.9
choice candidats reasently lieve,choice candidats lieve reasently,0.81
rawmaterial illegally,illegally,0.6
rawmaterial illegally,rawmaterial illegally,1.0
integrity Massachusetts,integrity,0.56
integrity Massachusetts,Massachusetts integrity,0.57
autor circumstances,autor,0.42
autor circumstances,circumstances autor,0.68
where,,0.0
where,where,1.0
depprived embarrased,depprived,0.62
depprived embarrased,depprived embarrased,1.0
harmonious carusell occasionaly,occasionaly,0.52
harmonious carusell occasionaly,carusell occasionaly harmonious,0.65
receive painfull amendments,receive,0.41
receive painfull amendments,painfull receive amendments,0.7
eleminate sircumstances juce,eleminate juce,0.67
eleminate sircumstances juce,sircumstances eleminate juce,0.64
auful Franchise occasionally ant,auful ant,0.44
auful Franchise occasionally ant,ant occasionally auful Franchise,0.56
valnerability fourty-seven freez,fourty-seven freez,0.72
valnerability fourty-seven freez,valnerability fourty-seven freez,1.0
immense Compsonfamily,Compsonfamily,0.76
immense Compsonfamily,immense Compsonfamily,1.0
advicors economy initiativ,advicors economy,0.76
advicors economy initiativ,initiativ advicors economy,0.62
crownjewels,,0.0
crownjewels,crownjewels,1.0
colour newcomers consern receive,consern receive,0.64
colour newcomers consern receive,receive consern newcomers colour,0.53
pomes realety Latin-quarter pessemistic,realety Latin-quarter,0.7
pomes realety Latin-quarter pessemistic,pessemistic pomes realety Latin-quarter,0.69
profiting bilt,bilt,0.44
profiting bilt,bilt profiting,0.64
separat attemts rhythm,attemts rhythm,0.78
separat attemts rhythm,attemts separat rhythm,0.64
contanted independance,,0.0
contanted independance,independance contanted,0.55
lived,,0.0
lived,lived,1.0
bounes wanted emphasise,,0.0
bounes wanted emphasise,emphasise wanted bounes,0.52
difence,,0.0
difence,difence,1.0
griefs,,0.0
griefs,griefs,1.0
didnot psychoanalyst capabilities,didnot,0.31
didnot psychoanalyst capabilities,psychoanalyst didnot capabilities,0.79
recieves pouims perverted oppsite,pouims perverted oppsite,0.84
recieves pouims perverted oppsite,perverted pouims oppsite recieves,0.55
awailable popular awful real,awailable real,0.67
awailable popular awful real,awful real popular awailable,0.68
embarrassed,,0.0
embarrassed,embarrassed,1.0
hes strength scenery abillity,strength,0.43
hes strength scenery abillity,abillity strength hes scenery,0.59
perverty stake skisaly,stake skisaly,0.74
perverty stake skisaly,stake skisaly perverty,0.59
psychically fair refreshmend,psychically,0.56
psychically fair refreshmend,fair refreshmend psychically,0.57
poiatary oppict,,0.0
poiatary oppict,poiatary oppict,1.0
exeption tourisme,tourisme,0.64
exeption tourisme,tourisme exeption,0.47
writters,,0.0
writters,writters,1.0
optain,,0.0
optain,optain,1.0
suspicious,,0.0
suspicious,suspicious,1.0
origine nonsence scarce,origine scarce,0.76
origine nonsence scarce,origine scarce nonsence,0.7
billet,,0.0
billet,billet,1.0
comparison carneval thruth supurt,carneval thruth supurt,0.8
comparison carneval thruth supurt,comparison thruth carneval supurt,0.79
enormous problem,,0.0
enormous problem,enormous problem,1.0
highschool townspeople stalk,townspeople stalk,0.76
highschool townspeople stalk,townspeople highschool stalk,0.61
flourish,,0.0
flourish,flourish,1.0
tail,,0.0
tail,tail,1.0
purble magasines immidiately,immidiately,0.56
purble magasines immidiately,purble immidiately magasines,0.64
fact already falsity nervous,fact already falsity,0.83
fact already falsity nervous,falsity already nervous fact,0.68
disillutionment something,something,0.53
disillutionment something,something disillutionment,0.6
meeting-places decide densely,meeting-places decide,0.84
meeting-places decide densely,meeting-places decide densely,1.0
associated pothetous deceisive diciplin,associated deceisive,0.68
associated pothetous deceisive diciplin,deceisive pothetous associated diciplin,0.67
initiative,,0.0
initiative,initiative,1.0
concern,,0.0
concern,concern,1.0
bowl garden especially Asian,bowl especially,0.7
bowl garden especially Asian,especially garden Asian bowl,0.57
tuffness,,0.0
tuffness,tuffness,1.0
disturbs cartaines,,0.0
disturbs cartaines,cartaines disturbs,0.5
definitions saccessful schoolchildren,saccessful,0.43
definitions saccessful schoolchildren,saccessful definitions schoolchildren,0.7
jus ordinaire baries alone,ordinaire alone,0.73
jus ordinaire baries alone,jus alone ordinaire baries,0.77
woud schedual,woud,0.47
woud schedual,woud schedual,1.0
abolishion schoolchildren excistence solved,excistence,0.38
abolishion schoolchildren excistence solved,abolishion excistence solved schoolchildren,0.65
vonus sovereign quite immature,sovereign quite immature,0.89
vonus sovereign quite immature,quite sovereign immature vonus,0.67
campagnes,,0.0
campagnes,campagnes,1.0
toilets,,0.0
toilets,toilets,1.0
wally,,0.0
wally,wally,1.0
wiest frenetic,wiest,0.53
wiest frenetic,wiest frenetic,1.0
embarrased vallies,vallies,0.56
embarrased vallies,embarrased vallies,1.0
pretending immediately,pretending,0.62
pretending immediately,immediately pretending,0.5
stil,,0.0
stil,stil,1.0
somehow consch,somehow,0.67
somehow consch,somehow consch,1.0
Massachusetts reality schools resived,reality schools resived,0.77
Massachusetts reality schools resived,resived Massachusetts schools reality,0.68
at shure,,0.0
at shure,shure at,0.62
characterized owercrowded babys,,0.0
characterized owercrowded babys,characterized babys owercrowded,0.81
brake jobs,brake,0.67
brake jobs,brake jobs,1.0
paper auful,paper,0.62
paper auful,auful paper,0.45
seem setback initiary,setback,0.5
seem setback initiary,initiary setback seem,0.43
described sauthan consequence,described sauthan,0.74
described sauthan consequence,consequence sauthan described,0.52
scarcily cause hereditary inconvenient,scarcily cause hereditary,0.79
scarcily cause hereditary inconvenient,hereditary cause inconvenient scarcily,0.61
bilt discovers onboard inconveniant,discovers onboard inconveniant,0.92
bilt discovers onboard inconveniant,onboard inconveniant bilt discovers,0.57
bornas negativ purple corpse,bornas purple corpse,0.83
bornas negativ purple corpse,purple bornas negativ corpse,0.75
immediately coarte hope including,hope including,0.6
immediately coarte hope including,immediately hope coarte including,0.85
plane candidates,plane,0.48
plane candidates,plane candidates,1.0
millions,,0.0
millions,millions,1.0
amandment strenous,,0.0
amandment strenous,amandment strenous,1.0
inconveineant revealing craves,inconveineant revealing,0.87
inconveineant revealing craves,revealing inconveineant craves,0.67
caotic,,0.0
caotic,caotic,1.0
garanties fixed,garanties,0.75
garanties fixed,garanties fixed,1.0
uneasyness alcaholic scyscrapers,uneasyness scyscrapers,0.81
uneasyness alcaholic scyscrapers,uneasyness alcaholic scyscrapers,1.0
paraschutist,,0.0
paraschutist,paraschutist,1.0
opposite especially pavillion,especially,0.51
opposite especially pavillion,pavillion opposite especially,0.66
concept resturant envokes,concept resturant,0.81
concept resturant envokes,envokes resturant concept,0.6
carnival noticed,carnival,0.67
carnival noticed,carnival noticed,1.0
gallory pregnent sucpicion immense,gallory pregnent,0.64
gallory pregnent sucpicion immense,pregnent gallory immense sucpicion,0.62
spendide recently,recently,0.64
spendide recently,recently spendide,0.47
civilization cottege,,0.0
civilization cottege,civilization cottege,1.0
dissenters,,0.0
dissenters,dissenters,1.0
signature probably salad resorts,signature probably salad,0.86
signature probably salad resorts,probably resorts salad signature,0.53
disenters juis imaginativ Liberals,disenters juis Liberals,0.81
disenters juis imaginativ Liberals,Liberals juis disenters imaginativ,0.59
pessemistic waighst,,0.0
pessemistic waighst,pessemistic waighst,1.0
connections,,0.0
connections,connections,1.0
sosiety prograss rhythm,sosiety,0.47
sosiety prograss rhythm,sosiety prograss rhythm,1.0
cityareas,,0.0
cityareas,cityareas,1.0
importand occasionaly celebulate,occasionaly,0.51
importand occasionaly celebulate,importand occasionaly celebulate,1.0
middleclass magnifum relegion,relegion,0.43
middleclass magnifum relegion,middleclass relegion magnifum,0.69
departmental sterile foremost,departmental foremost,0.84
departmental sterile foremost,departmental sterile foremost,1.0
hes campaignes,campaignes,0.83
hes campaignes,hes campaignes,1.0
mobile,mobile,0.50
mobile,mobile,moble,mobile,0.75
mobile,mobile,1.0
TV,TV,
computer,computer,computer,
computer,computer,computer,1.0
computer,computer,computer,computer,0.75
computer,computer,computer,
Television,ashi,ash

Clothing,Hoodie

Clothing,Trouser

Sports,Bat

Sports,Football
Clothing,Hoodie
Clothing,Hoodie
Clothing,Hoodie
Clothing,Hoodie
Clothing,Trouser
Clothing,T-shirt
Grocery,Masala oats
Clothing,Shirts
Clothing,Shirts
Clothing,Trouser
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Grocery,Grocery,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Sports,Sports,1.0
Bat,Bat,1.0
Sports,Sports,1.0
Football,Football,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Grocery,Grocery,1.0
Masala oats,Masala oats,1.0
Grocery,Grocery,1.0
Oil,Oil,1.0
Grocery,Grocery,1.0
Washing Powder,Washing Powder,1.0
Grocery,Grocery,1.0
Cashew,Cashew,1.0
Grocery,Grocery,1.0
Maggi,Maggi,1.0
Grocery,Grocery,1.0
Bathing Soap,Bathing Soap,1.0
Grocery,Grocery,1.0
Rice,Rice,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Rice,Rice,1.0
Shoes,Shoes,1.0
Sandal,Sandal,1.0
Shoes,Shoes,1.0
Sandal,Sandal,1.0
Shoes,Shoes,1.0
sleeper,sleeper,1.0
Shoes,Shoes,1.0
slides,slides,1.0
Shoes,Shoes,1.0
slides,slides,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Computer,Computer,1.0

Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
Shirts,Shirts,1.0
Clothing,Clothing,1.0
Shirts,Shirts,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Grocery,Grocery,1.0
ketchup,ketchup,1.0
Grocery,Grocery,1.0
ketchup,ketchup,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Sports,Sports,1.0
Bat,Bat,1.0
Sports,Sports,1.0
Football,Football,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Grocery,Grocery,1.0
Masala oats,Masala oats,1.0
Grocery,Grocery,1.0
Oil,Oil,1.0
Grocery,Grocery,1.0
Washing Powder,Washing Powder,1.0
Grocery,Grocery,1.0
Cashew,Cashew,1.0
Grocery,Grocery,1.0
Maggi,Maggi,1.0
Grocery,Grocery,1.0
Bathing Soap,Bathing Soap,1.0
Grocery,Grocery,1.0
Rice,Rice,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Rice,Rice,1.0
Shoes,Shoes,1.0
Sandal,Sandal,1.0
Shoes,Shoes,1.0
Sandal,Sandal,1.0
Shoes,Shoes,1.0
sleeper,sleeper,1.0
Shoes,Shoes,1.0
slides,slides,1.0
Shoes,Shoes,1.0
slides,slides,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Computer,Computer,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Televisions,Televisions,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Speakers,Speakers,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
Shirts,Shirts,1.0
Clothing,Clothing,1.0
Shirts,Shirts,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Grocery,Grocery,1.0
ketchup,ketchup,1.0
Grocery,Grocery,1.0
ketchup,ketchup,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Sports,Sports,1.0
Bat,Bat,1.0
Sports,Sports,1.0
Football,Football,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Hoodie,Hoodie,1.0
Clothing,Clothing,1.0
Trouser,Trouser,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Grocery,Grocery,1.0
Masala oats,Masala oats,1.0
Grocery,Grocery,1.0
Oil,Oil,1.0
Grocery,Grocery,1.0
Washing Powder,Washing Powder,1.0
Grocery,Grocery,1.0
Cashew,Cashew,1.0
Grocery,Grocery,1.0
Maggi,Maggi,1.0
Grocery,Grocery,1.0
Bathing Soap,Bathing Soap,1.0
Grocery,Grocery,1.0
Rice,Rice,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Pulse,Pulse,1.0
Grocery,Grocery,1.0
Rice,Rice,1.0
Shoes,Shoes,1.0
Sandal,Sandal,1.0
Shoes,Shoes,1.0
Sandal,Sandal,1.0
Shoes,Shoes,1.0
sleeper,sleeper,1.0
Shoes,Shoes,1.0
slides,slides,1.0
Shoes,Shoes,1.0
slides,slides,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Shoes,Shoes,1.0
Electronics,Electronics,1.0
Headphones,Headphones,1.0
Clothing,Clothing,1.0
T-shirt,T-shirt,1.0
Clothing,Clothing,1.0
Pants,Pants,1.0
Electronics,Electronics,1.0
Smart Watch,Smart Watch,1.0
Electronics,Electronics,1.0
Computer,Computer,1.0

